PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1630567,2021-22,00,1610612761,TOR,20.0,74,74,2617.0,459,932,0.492,58,193,0.301,158,215,0.735,195,362,557,256,80,55,136,192,1134
