GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022101095,66,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,48,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,6,1,1,20220324,TOR,CLE
Shot Chart Detail,0022101095,120,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,2,19,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20220324,TOR,CLE
Shot Chart Detail,0022101095,433,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,2,23,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,26,1,1,20220324,TOR,CLE
Shot Chart Detail,0022101095,572,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,53,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,43,1,1,20220324,TOR,CLE
Shot Chart Detail,0022101109,43,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,9,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,153,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,6,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,241,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,0,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,254,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-99,80,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,307,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,11,11,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-43,119,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,324,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,9,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-92,178,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,333,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,8,50,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,41,1,1,20220326,TOR,IND
Shot Chart Detail,0022101109,341,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,45,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-13,58,1,1,20220326,TOR,IND
Shot Chart Detail,0022101127,50,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,21,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,37,59,1,1,20220328,TOR,BOS
Shot Chart Detail,0022101127,130,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,21,1,1,20220328,TOR,BOS
Shot Chart Detail,0022101127,135,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,10,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,11,73,1,1,20220328,TOR,BOS
Shot Chart Detail,0022101127,196,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,7,13,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1,20220328,TOR,BOS
Shot Chart Detail,0022101127,495,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,9,55,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220328,TOR,BOS
Shot Chart Detail,0022101141,232,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,9,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,10,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101141,505,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,2,2,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,22,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101141,515,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,0,43,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101141,543,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,20,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101141,558,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,9,42,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,25,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101141,566,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,43,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,88,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101141,634,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,30,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,29,1,1,20220330,TOR,MIN
Shot Chart Detail,0022101151,23,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,27,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,21,1,1,20220401,ORL,TOR
Shot Chart Detail,0022101151,34,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,18,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220401,ORL,TOR
Shot Chart Detail,0022101151,44,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,40,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,37,1,1,20220401,ORL,TOR
Shot Chart Detail,0022101151,288,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,55,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220401,ORL,TOR
Shot Chart Detail,0022101151,298,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,16,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,129,212,1,1,20220401,ORL,TOR
Shot Chart Detail,0022101151,580,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,4,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,21,1,1,20220401,ORL,TOR
Shot Chart Detail,0022101172,16,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,11,4,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,22,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101172,164,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-10,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101172,244,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,5,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,49,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101172,260,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,39,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,1,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101172,336,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,49,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101172,354,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,44,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,24,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101172,487,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,58,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,0,1,1,20220403,TOR,MIA
Shot Chart Detail,0022101182,43,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,56,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-17,131,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101182,82,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,15,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101182,159,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,-10,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101182,499,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,9,53,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,30,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101182,536,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,7,38,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-12,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101182,599,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,53,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,32,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101182,617,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,0,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,26,1,1,20220405,TOR,ATL
Shot Chart Detail,0022101197,215,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,7,21,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-97,48,1,1,20220407,TOR,PHI
Shot Chart Detail,0022101197,351,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,8,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20220407,TOR,PHI
Shot Chart Detail,0022101197,458,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,18,282,1,1,20220407,TOR,PHI
Shot Chart Detail,0022101197,467,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,3,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,88,189,1,1,20220407,TOR,PHI
Shot Chart Detail,0022101197,479,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,57,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,1,1,1,20220407,TOR,PHI
Shot Chart Detail,0022101197,559,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,30,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,8,1,1,20220407,TOR,PHI
Shot Chart Detail,0022101206,7,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,11,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101206,487,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,112,200,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101206,498,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,9,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,49,59,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101206,521,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,20,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,0,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101206,556,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,5,31,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,28,199,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101206,583,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,14,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101206,587,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,21,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,14,1,1,20220408,TOR,HOU
Shot Chart Detail,0022101226,14,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,6,1,1,20220410,NYK,TOR
Shot Chart Detail,0022101226,36,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,201,1,1,20220410,NYK,TOR
Shot Chart Detail,0022101226,412,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,2,8,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20220410,NYK,TOR
